data,estacao,ano,mes,horario,feriado,dia_trabalho,clima,quantidade
2011-01-06,inverno,2011,janeiro,4,nao,sim,nublado,1
2011-01-06,inverno,2011,janeiro,5,nao,sim,nublado,4
2011-01-06,inverno,2011,janeiro,6,nao,sim,nublado,36
2011-01-06,inverno,2011,janeiro,7,nao,sim,nublado,95
2011-01-06,inverno,2011,janeiro,8,nao,sim,ensolarado,219
2011-01-06,inverno,2011,janeiro,9,nao,sim,nublado,122
2011-01-06,inverno,2011,janeiro,10,nao,sim,ensolarado,45
2011-01-06,inverno,2011,janeiro,11,nao,sim,ensolarado,59
2011-01-06,inverno,2011,janeiro,12,nao,sim,ensolarado,84
2011-01-06,inverno,2011,janeiro,13,nao,sim,ensolarado,67
2011-01-06,inverno,2011,janeiro,14,nao,sim,ensolarado,70
2011-01-06,inverno,2011,janeiro,15,nao,sim,ensolarado,62
2011-01-06,inverno,2011,janeiro,16,nao,sim,ensolarado,86
2011-01-06,inverno,2011,janeiro,17,nao,sim,ensolarado,172
2011-01-06,inverno,2011,janeiro,18,nao,sim,ensolarado,163
2011-01-06,inverno,2011,janeiro,19,nao,sim,ensolarado,112
2011-01-06,inverno,2011,janeiro,20,nao,sim,ensolarado,69
2011-01-06,inverno,2011,janeiro,21,nao,sim,nublado,48
2011-01-06,inverno,2011,janeiro,22,nao,sim,nublado,52
2011-01-06,inverno,2011,janeiro,23,nao,sim,nublado,23
2011-01-07,inverno,2011,janeiro,0,nao,sim,nublado,17
2011-01-07,inverno,2011,janeiro,1,nao,sim,nublado,7
2011-01-07,inverno,2011,janeiro,2,nao,sim,nublado,1
2011-01-07,inverno,2011,janeiro,4,nao,sim,nublado,1
2011-01-07,inverno,2011,janeiro,5,nao,sim,garoa,5
2011-01-07,inverno,2011,janeiro,6,nao,sim,nublado,34
2011-01-07,inverno,2011,janeiro,7,nao,sim,ensolarado,84
2011-01-07,inverno,2011,janeiro,8,nao,sim,ensolarado,210
2011-01-07,inverno,2011,janeiro,9,nao,sim,ensolarado,134
2011-01-07,inverno,2011,janeiro,10,nao,sim,ensolarado,63
2011-01-07,inverno,2011,janeiro,11,nao,sim,nublado,67
2011-01-07,inverno,2011,janeiro,12,nao,sim,nublado,59
2011-01-07,inverno,2011,janeiro,13,nao,sim,nublado,73
2011-01-07,inverno,2011,janeiro,14,nao,sim,nublado,50
2011-01-07,inverno,2011,janeiro,15,nao,sim,nublado,72
2011-01-07,inverno,2011,janeiro,16,nao,sim,nublado,87
2011-01-07,inverno,2011,janeiro,17,nao,sim,nublado,187
2011-01-07,inverno,2011,janeiro,18,nao,sim,ensolarado,123
2011-01-07,inverno,2011,janeiro,19,nao,sim,ensolarado,95
2011-01-07,inverno,2011,janeiro,20,nao,sim,ensolarado,51
2011-01-07,inverno,2011,janeiro,21,nao,sim,ensolarado,39
2011-01-07,inverno,2011,janeiro,22,nao,sim,nublado,36
2011-01-07,inverno,2011,janeiro,23,nao,sim,nublado,15
2011-01-08,inverno,2011,janeiro,0,nao,nao,nublado,25
2011-01-08,inverno,2011,janeiro,1,nao,nao,nublado,16
2011-01-08,inverno,2011,janeiro,2,nao,nao,nublado,16
2011-01-08,inverno,2011,janeiro,3,nao,nao,garoa,7
2011-01-08,inverno,2011,janeiro,4,nao,nao,garoa,1
2011-01-08,inverno,2011,janeiro,5,nao,nao,nublado,5
2011-01-08,inverno,2011,janeiro,6,nao,nao,nublado,2
2011-01-08,inverno,2011,janeiro,7,nao,nao,nublado,9
2011-01-08,inverno,2011,janeiro,8,nao,nao,garoa,15
2011-01-08,inverno,2011,janeiro,9,nao,nao,garoa,20
2011-01-08,inverno,2011,janeiro,10,nao,nao,nublado,61
2011-01-08,inverno,2011,janeiro,11,nao,nao,nublado,62
2011-01-08,inverno,2011,janeiro,12,nao,nao,nublado,98
2011-01-08,inverno,2011,janeiro,13,nao,nao,ensolarado,102
2011-01-08,inverno,2011,janeiro,14,nao,nao,ensolarado,95
2011-01-08,inverno,2011,janeiro,15,nao,nao,ensolarado,74
2011-01-08,inverno,2011,janeiro,16,nao,nao,ensolarado,76
2011-01-08,inverno,2011,janeiro,17,nao,nao,ensolarado,69
2011-01-08,inverno,2011,janeiro,18,nao,nao,ensolarado,55
2011-01-08,inverno,2011,janeiro,19,nao,nao,ensolarado,30
2011-01-08,inverno,2011,janeiro,20,nao,nao,ensolarado,28
2011-01-08,inverno,2011,janeiro,21,nao,nao,ensolarado,37
2011-01-08,inverno,2011,janeiro,22,nao,nao,ensolarado,34
2011-01-08,inverno,2011,janeiro,23,nao,nao,ensolarado,22
2011-01-09,inverno,2011,janeiro,0,nao,nao,ensolarado,25
2011-01-09,inverno,2011,janeiro,1,nao,nao,ensolarado,12
2011-01-09,inverno,2011,janeiro,2,nao,nao,ensolarado,11
2011-01-09,inverno,2011,janeiro,3,nao,nao,ensolarado,4
2011-01-09,inverno,2011,janeiro,4,nao,nao,ensolarado,1
2011-01-09,inverno,2011,janeiro,5,nao,nao,ensolarado,1
2011-01-09,inverno,2011,janeiro,6,nao,nao,ensolarado,1
2011-01-09,inverno,2011,janeiro,7,nao,nao,ensolarado,6
2011-01-09,inverno,2011,janeiro,8,nao,nao,ensolarado,10
2011-01-09,inverno,2011,janeiro,9,nao,nao,ensolarado,19
2011-01-09,inverno,2011,janeiro,10,nao,nao,ensolarado,49
2011-01-09,inverno,2011,janeiro,11,nao,nao,ensolarado,49
2011-01-09,inverno,2011,janeiro,12,nao,nao,ensolarado,83
2011-01-09,inverno,2011,janeiro,13,nao,nao,ensolarado,75
2011-01-09,inverno,2011,janeiro,14,nao,nao,ensolarado,72
2011-01-09,inverno,2011,janeiro,15,nao,nao,ensolarado,82
2011-01-09,inverno,2011,janeiro,16,nao,nao,ensolarado,92
2011-01-09,inverno,2011,janeiro,17,nao,nao,ensolarado,62
2011-01-09,inverno,2011,janeiro,18,nao,nao,ensolarado,48
2011-01-09,inverno,2011,janeiro,19,nao,nao,ensolarado,41
2011-01-09,inverno,2011,janeiro,20,nao,nao,ensolarado,38
2011-01-09,inverno,2011,janeiro,21,nao,nao,ensolarado,20
2011-01-09,inverno,2011,janeiro,22,nao,nao,ensolarado,15
2011-01-09,inverno,2011,janeiro,23,nao,nao,ensolarado,6
2011-01-10,inverno,2011,janeiro,0,nao,sim,ensolarado,5
2011-01-10,inverno,2011,janeiro,1,nao,sim,ensolarado,1
2011-01-10,inverno,2011,janeiro,2,nao,sim,ensolarado,3
2011-01-10,inverno,2011,janeiro,3,nao,sim,ensolarado,1
2011-01-10,inverno,2011,janeiro,4,nao,sim,ensolarado,3
2011-01-10,inverno,2011,janeiro,5,nao,sim,ensolarado,3
2011-01-10,inverno,2011,janeiro,6,nao,sim,ensolarado,31
2011-01-10,inverno,2011,janeiro,7,nao,sim,ensolarado,77
2011-01-10,inverno,2011,janeiro,8,nao,sim,nublado,188
2011-01-10,inverno,2011,janeiro,9,nao,sim,nublado,94
2011-01-10,inverno,2011,janeiro,10,nao,sim,nublado,31
2011-01-10,inverno,2011,janeiro,11,nao,sim,nublado,30
2011-01-10,inverno,2011,janeiro,12,nao,sim,nublado,52
2011-01-10,inverno,2011,janeiro,13,nao,sim,nublado,54
2011-01-10,inverno,2011,janeiro,14,nao,sim,nublado,47
2011-01-10,inverno,2011,janeiro,15,nao,sim,nublado,45
2011-01-10,inverno,2011,janeiro,16,nao,sim,ensolarado,74
2011-01-10,inverno,2011,janeiro,17,nao,sim,ensolarado,178
2011-01-10,inverno,2011,janeiro,18,nao,sim,ensolarado,155
2011-01-10,inverno,2011,janeiro,19,nao,sim,ensolarado,95
2011-01-10,inverno,2011,janeiro,20,nao,sim,ensolarado,74
2011-01-10,inverno,2011,janeiro,21,nao,sim,ensolarado,38
2011-01-10,inverno,2011,janeiro,22,nao,sim,ensolarado,24
2011-01-10,inverno,2011,janeiro,23,nao,sim,ensolarado,18
2011-01-11,inverno,2011,janeiro,0,nao,sim,ensolarado,12
2011-01-11,inverno,2011,janeiro,1,nao,sim,ensolarado,3
2011-01-11,inverno,2011,janeiro,2,nao,sim,nublado,3
2011-01-11,inverno,2011,janeiro,5,nao,sim,nublado,6
2011-01-11,inverno,2011,janeiro,6,nao,sim,nublado,27
2011-01-11,inverno,2011,janeiro,7,nao,sim,nublado,99
2011-01-11,inverno,2011,janeiro,8,nao,sim,nublado,217
2011-01-11,inverno,2011,janeiro,9,nao,sim,nublado,130
2011-01-11,inverno,2011,janeiro,10,nao,sim,nublado,54
2011-01-11,inverno,2011,janeiro,11,nao,sim,nublado,35
2011-01-11,inverno,2011,janeiro,12,nao,sim,nublado,57
2011-01-11,inverno,2011,janeiro,13,nao,sim,nublado,52
2011-01-11,inverno,2011,janeiro,14,nao,sim,nublado,63
2011-01-11,inverno,2011,janeiro,15,nao,sim,nublado,47
2011-01-11,inverno,2011,janeiro,16,nao,sim,nublado,76
2011-01-11,inverno,2011,janeiro,17,nao,sim,nublado,136
2011-01-11,inverno,2011,janeiro,18,nao,sim,garoa,95
2011-01-11,inverno,2011,janeiro,19,nao,sim,garoa,51
2011-01-11,inverno,2011,janeiro,20,nao,sim,garoa,32
2011-01-11,inverno,2011,janeiro,21,nao,sim,garoa,20
2011-01-11,inverno,2011,janeiro,22,nao,sim,garoa,29
2011-01-11,inverno,2011,janeiro,23,nao,sim,garoa,19
2011-01-12,inverno,2011,janeiro,0,nao,sim,nublado,7
2011-01-12,inverno,2011,janeiro,1,nao,sim,nublado,6
2011-01-12,inverno,2011,janeiro,2,nao,sim,ensolarado,1
2011-01-12,inverno,2011,janeiro,5,nao,sim,ensolarado,5
2011-01-12,inverno,2011,janeiro,6,nao,sim,ensolarado,16
2011-01-12,inverno,2011,janeiro,7,nao,sim,ensolarado,54
2011-01-12,inverno,2011,janeiro,8,nao,sim,ensolarado,128
2011-01-12,inverno,2011,janeiro,9,nao,sim,ensolarado,81
2011-01-12,inverno,2011,janeiro,10,nao,sim,ensolarado,39
2011-01-12,inverno,2011,janeiro,11,nao,sim,ensolarado,35
2011-01-12,inverno,2011,janeiro,12,nao,sim,ensolarado,55
2011-01-12,inverno,2011,janeiro,13,nao,sim,ensolarado,49
2011-01-12,inverno,2011,janeiro,14,nao,sim,ensolarado,44
2011-01-12,inverno,2011,janeiro,15,nao,sim,ensolarado,49
2011-01-12,inverno,2011,janeiro,16,nao,sim,ensolarado,68
2011-01-12,inverno,2011,janeiro,17,nao,sim,ensolarado,139
2011-01-12,inverno,2011,janeiro,18,nao,sim,ensolarado,137
2011-01-12,inverno,2011,janeiro,19,nao,sim,ensolarado,83
2011-01-12,inverno,2011,janeiro,20,nao,sim,ensolarado,56
2011-01-12,inverno,2011,janeiro,21,nao,sim,ensolarado,57
2011-01-12,inverno,2011,janeiro,22,nao,sim,ensolarado,33
2011-01-12,inverno,2011,janeiro,23,nao,sim,ensolarado,20
2011-01-13,inverno,2011,janeiro,0,nao,sim,ensolarado,7
2011-01-13,inverno,2011,janeiro,1,nao,sim,ensolarado,2
2011-01-13,inverno,2011,janeiro,2,nao,sim,ensolarado,2
2011-01-13,inverno,2011,janeiro,3,nao,sim,ensolarado,3
2011-01-13,inverno,2011,janeiro,4,nao,sim,ensolarado,4
2011-01-13,inverno,2011,janeiro,5,nao,sim,ensolarado,3
2011-01-13,inverno,2011,janeiro,6,nao,sim,ensolarado,28
2011-01-13,inverno,2011,janeiro,7,nao,sim,ensolarado,72
2011-01-13,inverno,2011,janeiro,8,nao,sim,ensolarado,202
2011-01-13,inverno,2011,janeiro,9,nao,sim,ensolarado,139
2011-01-13,inverno,2011,janeiro,10,nao,sim,nublado,38
2011-01-13,inverno,2011,janeiro,11,nao,sim,nublado,37
2011-01-13,inverno,2011,janeiro,12,nao,sim,ensolarado,52
2011-01-13,inverno,2011,janeiro,13,nao,sim,ensolarado,83
2011-01-13,inverno,2011,janeiro,14,nao,sim,ensolarado,42
2011-01-13,inverno,2011,janeiro,15,nao,sim,ensolarado,60
2011-01-13,inverno,2011,janeiro,16,nao,sim,ensolarado,78
2011-01-13,inverno,2011,janeiro,17,nao,sim,ensolarado,162
2011-01-13,inverno,2011,janeiro,18,nao,sim,ensolarado,144
2011-01-13,inverno,2011,janeiro,19,nao,sim,ensolarado,99
2011-01-13,inverno,2011,janeiro,20,nao,sim,ensolarado,64
2011-01-13,inverno,2011,janeiro,21,nao,sim,ensolarado,40
2011-01-13,inverno,2011,janeiro,22,nao,sim,ensolarado,30
2011-01-13,inverno,2011,janeiro,23,nao,sim,ensolarado,15
2011-01-14,inverno,2011,janeiro,0,nao,sim,ensolarado,14
2011-01-14,inverno,2011,janeiro,1,nao,sim,ensolarado,5
2011-01-14,inverno,2011,janeiro,2,nao,sim,ensolarado,1
2011-01-14,inverno,2011,janeiro,3,nao,sim,ensolarado,1
2011-01-14,inverno,2011,janeiro,5,nao,sim,ensolarado,8
2011-01-14,inverno,2011,janeiro,6,nao,sim,ensolarado,17
2011-01-14,inverno,2011,janeiro,7,nao,sim,ensolarado,70
2011-01-14,inverno,2011,janeiro,8,nao,sim,ensolarado,158
2011-01-14,inverno,2011,janeiro,9,nao,sim,ensolarado,117
2011-01-14,inverno,2011,janeiro,10,nao,sim,ensolarado,44
2011-01-14,inverno,2011,janeiro,11,nao,sim,ensolarado,53
2011-01-14,inverno,2011,janeiro,12,nao,sim,ensolarado,61
2011-01-14,inverno,2011,janeiro,13,nao,sim,ensolarado,77
2011-01-14,inverno,2011,janeiro,14,nao,sim,ensolarado,64
2011-01-14,inverno,2011,janeiro,15,nao,sim,ensolarado,68
2011-01-14,inverno,2011,janeiro,16,nao,sim,ensolarado,90
2011-01-14,inverno,2011,janeiro,17,nao,sim,ensolarado,159
2011-01-14,inverno,2011,janeiro,18,nao,sim,ensolarado,139
2011-01-14,inverno,2011,janeiro,19,nao,sim,ensolarado,92
2011-01-14,inverno,2011,janeiro,20,nao,sim,ensolarado,68
2011-01-14,inverno,2011,janeiro,21,nao,sim,ensolarado,52
2011-01-14,inverno,2011,janeiro,22,nao,sim,nublado,36
2011-01-14,inverno,2011,janeiro,23,nao,sim,nublado,27
2011-01-15,inverno,2011,janeiro,0,nao,nao,ensolarado,28
2011-01-15,inverno,2011,janeiro,1,nao,nao,nublado,20
2011-01-15,inverno,2011,janeiro,2,nao,nao,nublado,12
2011-01-15,inverno,2011,janeiro,3,nao,nao,nublado,8
2011-01-15,inverno,2011,janeiro,4,nao,nao,nublado,5
2011-01-15,inverno,2011,janeiro,5,nao,nao,ensolarado,1
2011-01-15,inverno,2011,janeiro,6,nao,nao,ensolarado,3
2011-01-15,inverno,2011,janeiro,7,nao,nao,ensolarado,10
2011-01-15,inverno,2011,janeiro,8,nao,nao,ensolarado,23
2011-01-15,inverno,2011,janeiro,9,nao,nao,ensolarado,33
2011-01-15,inverno,2011,janeiro,10,nao,nao,ensolarado,59
2011-01-15,inverno,2011,janeiro,11,nao,nao,ensolarado,72
2011-01-15,inverno,2011,janeiro,12,nao,nao,ensolarado,89
2011-01-15,inverno,2011,janeiro,13,nao,nao,ensolarado,101
2011-01-15,inverno,2011,janeiro,14,nao,nao,ensolarado,118
2011-01-15,inverno,2011,janeiro,15,nao,nao,nublado,129
2011-01-15,inverno,2011,janeiro,16,nao,nao,nublado,128
2011-01-15,inverno,2011,janeiro,17,nao,nao,nublado,83
2011-01-15,inverno,2011,janeiro,18,nao,nao,nublado,84
2011-01-15,inverno,2011,janeiro,19,nao,nao,nublado,74
2011-01-15,inverno,2011,janeiro,20,nao,nao,nublado,41
2011-01-15,inverno,2011,janeiro,21,nao,nao,nublado,57
2011-01-15,inverno,2011,janeiro,22,nao,nao,nublado,26
2011-01-15,inverno,2011,janeiro,23,nao,nao,ensolarado,44
2011-01-16,inverno,2011,janeiro,0,nao,nao,ensolarado,39
2011-01-16,inverno,2011,janeiro,1,nao,nao,ensolarado,23
2011-01-16,inverno,2011,janeiro,2,nao,nao,ensolarado,16
2011-01-16,inverno,2011,janeiro,3,nao,nao,ensolarado,15
2011-01-16,inverno,2011,janeiro,4,nao,nao,ensolarado,1
2011-01-16,inverno,2011,janeiro,5,nao,nao,nublado,2
2011-01-16,inverno,2011,janeiro,6,nao,nao,nublado,1
2011-01-16,inverno,2011,janeiro,7,nao,nao,nublado,3
2011-01-16,inverno,2011,janeiro,8,nao,nao,ensolarado,18
2011-01-16,inverno,2011,janeiro,9,nao,nao,ensolarado,32
2011-01-16,inverno,2011,janeiro,10,nao,nao,ensolarado,79
2011-01-16,inverno,2011,janeiro,11,nao,nao,ensolarado,93
2011-01-16,inverno,2011,janeiro,12,nao,nao,ensolarado,104
2011-01-16,inverno,2011,janeiro,13,nao,nao,ensolarado,118
2011-01-16,inverno,2011,janeiro,14,nao,nao,ensolarado,91
2011-01-16,inverno,2011,janeiro,15,nao,nao,ensolarado,113
2011-01-16,inverno,2011,janeiro,16,nao,nao,ensolarado,99
2011-01-16,inverno,2011,janeiro,17,nao,nao,ensolarado,105
2011-01-16,inverno,2011,janeiro,18,nao,nao,ensolarado,67
2011-01-16,inverno,2011,janeiro,19,nao,nao,ensolarado,61
2011-01-16,inverno,2011,janeiro,20,nao,nao,ensolarado,57
2011-01-16,inverno,2011,janeiro,21,nao,nao,ensolarado,28
2011-01-16,inverno,2011,janeiro,22,nao,nao,nublado,21
2011-01-16,inverno,2011,janeiro,23,nao,nao,nublado,18
2011-01-17,inverno,2011,janeiro,0,sim,nao,nublado,17
2011-01-17,inverno,2011,janeiro,1,sim,nao,nublado,16
2011-01-17,inverno,2011,janeiro,2,sim,nao,nublado,8
2011-01-17,inverno,2011,janeiro,3,sim,nao,nublado,2
2011-01-17,inverno,2011,janeiro,4,sim,nao,nublado,3
2011-01-17,inverno,2011,janeiro,5,sim,nao,nublado,1
2011-01-17,inverno,2011,janeiro,6,sim,nao,nublado,5
2011-01-17,inverno,2011,janeiro,7,sim,nao,nublado,13
2011-01-17,inverno,2011,janeiro,8,sim,nao,nublado,33
2011-01-17,inverno,2011,janeiro,9,sim,nao,nublado,47
2011-01-17,inverno,2011,janeiro,10,sim,nao,nublado,57
2011-01-17,inverno,2011,janeiro,11,sim,nao,nublado,64
2011-01-17,inverno,2011,janeiro,12,sim,nao,nublado,80
2011-01-17,inverno,2011,janeiro,13,sim,nao,nublado,93
2011-01-17,inverno,2011,janeiro,14,sim,nao,nublado,86
2011-01-17,inverno,2011,janeiro,15,sim,nao,nublado,93
2011-01-17,inverno,2011,janeiro,16,sim,nao,nublado,82
2011-01-17,inverno,2011,janeiro,17,sim,nao,ensolarado,71
2011-01-17,inverno,2011,janeiro,18,sim,nao,nublado,92
2011-01-17,inverno,2011,janeiro,19,sim,nao,garoa,60
2011-01-17,inverno,2011,janeiro,20,sim,nao,garoa,33
2011-01-17,inverno,2011,janeiro,21,sim,nao,garoa,27
2011-01-17,inverno,2011,janeiro,22,sim,nao,garoa,13
2011-01-17,inverno,2011,janeiro,23,sim,nao,garoa,4
2011-01-18,inverno,2011,janeiro,12,nao,sim,nublado,3
2011-01-18,inverno,2011,janeiro,13,nao,sim,nublado,22
2011-01-18,inverno,2011,janeiro,14,nao,sim,nublado,28
2011-01-18,inverno,2011,janeiro,15,nao,sim,nublado,35
2011-01-18,inverno,2011,janeiro,16,nao,sim,nublado,61
2011-01-18,inverno,2011,janeiro,17,nao,sim,nublado,125
2011-01-18,inverno,2011,janeiro,18,nao,sim,nublado,133
2011-01-18,inverno,2011,janeiro,19,nao,sim,nublado,99
2011-01-18,inverno,2011,janeiro,20,nao,sim,nublado,83
2011-01-18,inverno,2011,janeiro,21,nao,sim,nublado,41
